DATA MONTAGEM;MAPA;VEICULO;BAIA;PRODUTO;QUANTIDADE;UNIDADE;LASTRO;CODIGO DE BARRAS;MONTADOR;HORA INICIO MONTAGEM;HORA FIM MONTAGEM;CONFERENTE1;CONFERENTE2;INICIO CONFERENCIA;FIM CONFERENCIA;APONTAMENTO;DIF APONTAMENTO
01/10/2025;7230101;TDS1D25;M3;056754-COCA COLA RETORNAVEL PET 2L RT;10;CX9;1;723010110202505;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M3;056754-COCA COLA RETORNAVEL PET 2L RT;10;CX9;2;723010110202505;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M3;056754-COCA COLA RETORNAVEL PET 2L RT;10;CX9;3;723010110202505;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A3;056754-COCA COLA RETORNAVEL PET 2L RT;10;CX9;1;723010110202506;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A3;056754-COCA COLA RETORNAVEL PET 2L RT;10;CX9;2;723010110202506;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A3;056754-COCA COLA RETORNAVEL PET 2L RT;10;CX9;3;723010110202506;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M2;056754-COCA COLA RETORNAVEL PET 2L RT;2;CX9;1;723010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M2;056327-FTA LARANJA RETORNAVEL 2L P;5;CX9;1;723010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M2;056756-CC SEM ACUCAR RETORNAVEL 2L RT;9;CX9;1;723010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M2;055957-COCA COLA KS ULTRA 290ML;10;CX24;2;723010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M2;055957-COCA COLA KS ULTRA 290ML;2;CX24;3;723010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A2;056840-COCA COLA LS 1 LITRO ROTULADA;10;CX12;1;723010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A2;056840-COCA COLA LS 1 LITRO ROTULADA;8;CX12;2;723010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A2;055860-SPRITE ORIG 290ML NORDIC KS;1;CX24;2;723010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A2;056016-CC ZERO 290ML KS ULTRA CX24;4;CX24;2;723010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A2;903024-EISENBAHN 600ML RETORNAVEL C24;1;CX24;3;723010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M5;056600-COCA COLA ORIGINAL PET 2L 8U F;15;CX8;1;723010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M5;056600-COCA COLA ORIGINAL PET 2L 8U F;5;CX8;2;723010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M5;055818-COCA COLA ZERO PET 2L;7;CX8;2;723010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M5;055817-FTA LAR PET 2L;3;CX8;2;723010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M5;056273-SPRITE ORIGINAL PET 2L 8U FL;4;CX8;3;723010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M5;056199-SPRITE SEM ACUCAR PET 2L C8;2;CX8;3;723010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M5;055819-FANTA UVA PET 2L;2;CX8;3;723010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M5;056476-CC MENOS ACUCAR PET 3L 6U FL;2;CX6;3;723010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M5;007323-CRYSTAL PET 1,5L SEM / G;4;CX6;3;723010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M5;007322-CRYSTAL PET 1,5L COM GAS;2;CX6;3;723010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M5;119574-PET 1.5L DV FRUT UVA C6;5;CX6;3;723010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M5;056419-SPRITE FRESH LIMÃO PET 1,5L 6U;1;CX6;3;723010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A5;008533-COCA COLA LATA 350ML C/12;22;CX12;1;723010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A5;008533-COCA COLA LATA 350ML C/12;22;CX12;2;723010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A5;008678-FANTA LARANJA LATA 350ML C/12;4;CX12;3;723010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A5;902391-EISENBAHN LT 473ML 12U PILSEN;1;CX12;3;723010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A5;009334-COCA COLA ZERO LATA 350ML C12;20;CX12;3;723010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A5;056053-LATA 220ML CC 12UN;4;CX12;4;723010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A5;903750-LATA 350ML EISENBAHN PILSEN 12;1;CX12;4;723010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A5;139421-BAVARIA LATA 350ML 12UNID;18;CX12;4;723010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A5;056353-CC 250ML VIDRO OW C12U;3;CX12;5;723010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A5;139649-LN 355ML THEREZOP LAGER  C/6UN;1;CX6;5;723010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A5;139680-LN 355ML E.GALICIA PILSEN C/6U;2;CX6;5;723010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A5;901781-LN 355ML EISENBAHN C6UND;12;CX6;5;723010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;055286-FANTA UVA LATA 350ML C/6;2;CX6;1;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;056010-KUAT LATA 350ML C/6;3;CX6;1;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;056267-SPRITE LATA 350ML C/6;5;CX6;1;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;055247-SPRITE SEM ACUCAR LAT 350ML C6;2;CX6;1;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;056760-FTA MARACUJA LATA 350ML C/6;1;CX6;1;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;056312-SCHW CITRUS ORIGINAL LT 350ML;4;CX6;1;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;056856-LATA 350ML FTA MISTERIO CHUCKY;5;CX6;1;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;009390-SCHWEPPES TONICA LATA 350ML;4;CX6;1;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;056335-LATA 220ML CC SEM ACUCAR C/6;1;CX6;1;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;056287-LATA 220ML CC CAFE ESPR C/6;3;CX6;1;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;008463-MONSTER ENERGY LATA 473 C/6;26;CX6;1;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;118469-MONSTER E. ZERO ACUCAR 473ML6;10;CX6;2;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;118473-MONSTER U FIESTA MANGO LT473ML;2;CX6;2;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;119586-MONSTER U PEACHY KEEN LATA 473;2;CX6;2;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;118650-MONSTER KHAOTIC LT 473ML 06;2;CX6;2;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;118990-MONSTER MANGO LOCO LATA 473ML;7;CX6;2;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;119170-MONSTER PACIFIC PUNCH LT 473ML;1;CX6;2;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;118461-MONSTER ULTRA LT 473ML 6PACK F;2;CX6;2;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;119509-MONSTER PIPELINE PUNCH LT 473ML;3;CX6;2;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;119026-MONSTER ULTRA VIOLET LT 473ML;4;CX6;2;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;119521-MONSTER ULTRA WATERMELON LT 473ML 06;2;CX6;2;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;118984-MONSTER ABSOLUTELY ZERO LATA;3;CX6;3;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;118882-DV PESSEGO LATA 290ML;7;CX6;3;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;118878-DV GOIABA LATA 290ML;3;CX6;3;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;119169-DV MANGA LATA 290ML C6UND;2;CX6;3;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;118880-DV MARACUJA LATA 290ML;7;CX6;3;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;005849-DV MAIS NECTAR UVA TP 1L;2;CX6;3;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;005814-DV MAIS NECTAR PESSEGO TP 1L;3;CX6;3;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;005793-DV MARACUJA 1LITRO;1;CX6;3;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;119167-DV ABACAXI 1L (6U) CP;1;CX6;3;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;005118-DV KAPO UVA TP 200ML;4;CX12;3;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;005119-DV KAPO MORANGO TP 200ML;6;CX12;4;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;119156-ADES 200ML MACA C/6UN;1;CX6;4;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;119158-ADES 200ML UVA C/6UN;1;CX6;4;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A4;119165-DV PESSEGO 200ML C18UND;1;CX18;4;723010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M4;055935-COCA COLA PET 600ML;40;CX6;1;723010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M4;055935-COCA COLA PET 600ML;14;CX6;2;723010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A1;056298-PET 200ML COCA COLA 12UND;40;CX12;1;723010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A1;056298-PET 200ML COCA COLA 12UND;40;CX12;2;723010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A1;056298-PET 200ML COCA COLA 12UND;3;CX12;3;723010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A1;056443-PET 200ML CC S ACUCAR C/12;19;CX12;3;723010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A1;056561-PET 200ML FTA LAR C/12;5;CX12;3;723010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A1;007331-CRYSTAL PET 500ML SEM/G;7;CX12;3;723010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;A1;007325-CRYSTAL PET 500ML COM GAS;8;CX12;4;723010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;055934-COCA COLA ZERO PET 600ML;16;CX6;1;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;056102-FANTA LARANJA PET 600ML;3;CX6;1;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;056350-SPRITE ORIGINAL PET 600ML 6U F;7;CX6;1;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;055993-CC PET 1 LITRO CX C/06;5;CX6;1;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;055994-PET 1L CC ZERO 6U FL;1;CX6;2;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;092808-C SPARKL. MELANCIA PT510;1;CX6;2;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;119123-CHA 450ML GUARANA POWER ACAI;1;CX6;2;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;119464-CHA 450ML LEAO VERDE LIMAO ZER;1;CX6;2;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;118620-CHA 450ML ICE TEA PESSEGO;1;CX6;2;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;056238-SPRITE REFRESH PET 510ML FL 6U;6;CX6;2;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;006949-POWERADE MOUNTAIN BLAST PT500;2;CX6;2;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;119555-POWERADE TANGERINA PET 500ML 06 CP;1;CX6;2;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;119514-POWERADE FRUTAS TROPICAIS PET 500ML 06CP;2;CX6;2;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;119513-POWERADE LIMAO PET 500ML 06;1;CX6;2;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;118200-POWERADE UVA S.CAP PT500 06 CP;2;CX6;2;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;119594-POWERADE SOUR PET 500ML 06 CP;1;CX6;2;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;119512-POWERADE LARANJA PET 500ML C/6;3;CX6;2;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;118798-DV FRUT UVA PET 450ML 6P CP;4;CX6;2;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;M1;118955-DV FRUT LARANJA PET 450ML (6);4;CX6;2;723010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;142141-MENTOS COOL WH FRESH MINT 5P CX15 127,5G;1;CX15;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141006-MENTOS FRUTAS STICK 14P;3;CX16;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141209-MENTOS STICK MINT C/16UN;2;CX16;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141020-MENTOS FRUTAS VERMELHA STICK CX16 600G;1;CX16;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141030-FINI MINHOCAS 15G CX12;2;CX12;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141031-FINI BEIJOS 15G CX12;2;CX12;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141032-FINI BANANAS 15G CX12 180G;3;CX12;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141046-TRIDENT HORTELA 8G CX21;1;CX21;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141047-TRIDENT MENTA 8G CX21;2;CX21;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141048-TRIDENT MELANCIA 8G CX21;3;CX21;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141207-HALLS EXTRA FORTE 27,5G CX21;1;CX21;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141157-MINI OREO 35G CX10 350G;1;CX10;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141167-PRINGLES BATATA QUEIJO 109GR;3;CX1;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141164-PRINGLES BATATA CHURRAS 109G;4;CX1;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141165-PRINGLES BATATA CEBOLA 109Gr;8;CX1;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141166-PRINGLES BATATA ORIGINAL 104G;7;CX1;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141094-CHEEZ IT SNACK CHEDDAR CX 65G 1;1;CX1;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7230101;TDS1D25;Armaz.Extra;141085-SUCRILHOS CEREAL ORIGINAL CX 240G;2;CX1;1;723010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;A3;056840-COCA COLA LS 1 LITRO ROTULADA;10;CX12;1;725010110202506;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;A3;056840-COCA COLA LS 1 LITRO ROTULADA;10;CX12;2;725010110202506;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;A3;056840-COCA COLA LS 1 LITRO ROTULADA;10;CX12;3;725010110202506;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;A3;056840-COCA COLA LS 1 LITRO ROTULADA;4;CX12;4;725010110202506;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M3;056754-COCA COLA RETORNAVEL PET 2L RT;10;CX9;1;725010110202505;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M3;056754-COCA COLA RETORNAVEL PET 2L RT;10;CX9;2;725010110202505;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M3;056754-COCA COLA RETORNAVEL PET 2L RT;10;CX9;3;725010110202505;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M2;056754-COCA COLA RETORNAVEL PET 2L RT;10;CX9;1;725010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M2;056754-COCA COLA RETORNAVEL PET 2L RT;7;CX9;2;725010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M2;055957-COCA COLA KS ULTRA 290ML;10;CX24;2;725010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;A2;056756-CC SEM ACUCAR RETORNAVEL 2L RT;10;CX9;1;725010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;A2;056327-FTA LARANJA RETORNAVEL 2L P;8;CX9;2;725010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;A2;056756-CC SEM ACUCAR RETORNAVEL 2L RT;1;CX9;2;725010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;A2;056016-CC ZERO 290ML KS ULTRA CX24;4;CX24;2;725010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;A2;139561-SKYY GAR VD 980ML(1);1;UN1;3;725010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;A2;903401-CERV KAISER 600ML RETORNAVEL;1;CX24;3;725010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;A2;903024-EISENBAHN 600ML RETORNAVEL C24;1;CX24;3;725010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;055817-FTA LAR PET 2L;6;CX8;1;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;056273-SPRITE ORIGINAL PET 2L 8U FL;4;CX8;1;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;056199-SPRITE SEM ACUCAR PET 2L C8;2;CX8;1;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;055819-FANTA UVA PET 2L;5;CX8;1;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;056100-FANTA GUARANA PET 2L;2;CX8;2;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;056604-BIPACK CCO+FTALAR PET2L;4;CX4;2;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;056606-CC+SPRITE PET2L (4) LM;2;CX4;2;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;007323-CRYSTAL PET 1,5L SEM / G;5;CX6;2;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;007322-CRYSTAL PET 1,5L COM GAS;1;CX6;2;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;056314-SCHW CITRUS ORIGINAL PET 1,5L;3;CX6;2;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;119568-PET 1.5L DV F.FRUTAS CITRICAS;2;CX6;2;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;119571-PET 1.5L DV FRUT LARANJA C6;3;CX6;2;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;119574-PET 1.5L DV FRUT UVA C6;4;CX6;3;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;119588-PET 1.5L DV FRUT LIMAO C6;3;CX6;3;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;118768-MATTE LEAO PESSEGO PET 1,5L C6;1;CX6;3;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M5;056419-SPRITE FRESH LIMÃO PET 1,5L 6U;1;CX6;3;725010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;A5;056600-COCA COLA ORIGINAL PET 2L 8U F;15;CX8;1;725010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;A5;056600-COCA COLA ORIGINAL PET 2L 8U F;10;CX8;2;725010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;A5;055818-COCA COLA ZERO PET 2L;6;CX8;2;725010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M4;055935-COCA COLA PET 600ML;40;CX6;1;725010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M4;055935-COCA COLA PET 600ML;15;CX6;2;725010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M4;055934-COCA COLA ZERO PET 600ML;31;CX6;2;725010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M4;056102-FANTA LARANJA PET 600ML;5;CX6;3;725010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M4;056350-SPRITE ORIGINAL PET 600ML 6U F;6;CX6;3;725010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7250101;TDS1D38;M4;055993-CC PET 1 LITRO CX C/06;1;CX6;3;725010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
