DATA MONTAGEM;MAPA;VEICULO;BAIA;PRODUTO;QUANTIDADE;UNIDADE;LASTRO;CODIGO DE BARRAS;MONTADOR;HORA INICIO MONTAGEM;HORA FIM MONTAGEM;CONFERENTE1;CONFERENTE2;INICIO CONFERENCIA;FIM CONFERENCIA;APONTAMENTO;DIF APONTAMENTO
01/10/2025;7290101;TDS1C77;A3;056600-COCA COLA ORIGINAL PET 2L 8U F;3;CX8;2;729010110202506;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A3;055818-COCA COLA ZERO PET 2L;13;CX8;2;729010110202506;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A3;055789-G.KUAT PET2 C/8 UND;14;CX8;3;729010110202506;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M5;055817-FTA LAR PET 2L;10;CX8;1;729010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M5;056273-SPRITE ORIGINAL PET 2L 8U FL;8;CX8;1;729010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M5;055819-FANTA UVA PET 2L;11;CX8;2;729010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M5;056100-FANTA GUARANA PET 2L;2;CX8;2;729010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M5;056604-BIPACK CCO+FTALAR PET2L;6;CX4;3;729010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M5;007323-CRYSTAL PET 1,5L SEM / G;1;CX6;3;729010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M5;006060-CC PET 1.500ML C6;5;CX6;3;729010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M5;119571-PET 1.5L DV FRUT LARANJA C6;1;CX6;3;729010110202509;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;055935-COCA COLA PET 600ML;40;CX6;1;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;055935-COCA COLA PET 600ML;31;CX6;2;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;055934-COCA COLA ZERO PET 600ML;33;CX6;2;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;056102-FANTA LARANJA PET 600ML;10;CX6;3;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;056350-SPRITE ORIGINAL PET 600ML 6U F;11;CX6;3;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;092650-CRYSTAL PET 1L;2;CX6;4;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;119123-CHA 450ML GUARANA POWER ACAI;2;CX6;4;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;118614-CHA 450ML ICE TEA LIMAO;2;CX6;4;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;118620-CHA 450ML ICE TEA PESSEGO;3;CX6;4;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;056238-SPRITE REFRESH PET 510ML FL 6U;8;CX6;4;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;006949-POWERADE MOUNTAIN BLAST PT500;7;CX6;4;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;119555-POWERADE TANGERINA PET 500ML 06 CP;2;CX6;4;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;119514-POWERADE FRUTAS TROPICAIS PET 500ML 06CP;1;CX6;4;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;119513-POWERADE LIMAO PET 500ML 06;1;CX6;4;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;118200-POWERADE UVA S.CAP PT500 06 CP;3;CX6;4;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;119594-POWERADE SOUR PET 500ML 06 CP;4;CX6;4;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;119512-POWERADE LARANJA PET 500ML C/6;3;CX6;4;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A5;118798-DV FRUT UVA PET 450ML 6P CP;1;CX6;4;729010110202510;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A2;056754-COCA COLA RETORNAVEL PET 2L RT;4;CX9;1;729010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A2;056327-FTA LARANJA RETORNAVEL 2L P;1;CX9;1;729010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A2;056756-CC SEM ACUCAR RETORNAVEL 2L RT;4;CX9;1;729010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A2;056840-COCA COLA LS 1 LITRO ROTULADA;8;CX12;1;729010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M2;055957-COCA COLA KS ULTRA 290ML;10;CX24;1;729010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M2;055957-COCA COLA KS ULTRA 290ML;4;CX24;2;729010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M2;056016-CC ZERO 290ML KS ULTRA CX24;3;CX24;2;729010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A4;008533-COCA COLA LATA 350ML C/12;22;CX12;1;729010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A4;008533-COCA COLA LATA 350ML C/12;22;CX12;2;729010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A4;009334-COCA COLA ZERO LATA 350ML C12;22;CX12;3;729010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A4;008533-COCA COLA LATA 350ML C/12;21;CX12;4;729010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A4;008678-FANTA LARANJA LATA 350ML C/12;12;CX12;4;729010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A4;009334-COCA COLA ZERO LATA 350ML C12;6;CX12;5;729010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A4;056053-LATA 220ML CC 12UN;17;CX12;5;729010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A4;056353-CC 250ML VIDRO OW C12U;1;CX12;6;729010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A4;139649-LN 355ML THEREZOP LAGER  C/6UN;1;CX6;6;729010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A4;139680-LN 355ML E.GALICIA PILSEN C/6U;1;CX6;6;729010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A4;139765-LN 350ML CERPA EXPORT C6;2;CX6;6;729010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A4;901781-LN 355ML EISENBAHN C6UND;3;CX6;6;729010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;055286-FANTA UVA LATA 350ML C/6;11;CX6;1;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;056010-KUAT LATA 350ML C/6;13;CX6;1;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;056267-SPRITE LATA 350ML C/6;25;CX6;1;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;055247-SPRITE SEM ACUCAR LAT 350ML C6;1;CX6;2;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;056074-FTA GUA LT 350ML 6U FI MAINLIN;1;CX6;2;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;056312-SCHW CITRUS ORIGINAL LT 350ML;6;CX6;2;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;009390-SCHWEPPES TONICA LATA 350ML;5;CX6;2;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;056335-LATA 220ML CC SEM ACUCAR C/6;11;CX6;2;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;056287-LATA 220ML CC CAFE ESPR C/6;5;CX6;2;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;056339-LATA 220ML FTA LARANJA C/6;6;CX6;2;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;056324-LATA 220ML SPRITE C/6;5;CX6;2;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;056341-LATA 220ML FTA UVA C/6;9;CX6;2;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;008463-MONSTER ENERGY LATA 473 C/6;13;CX6;2;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;118469-MONSTER E. ZERO ACUCAR 473ML6;5;CX6;3;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;118473-MONSTER U FIESTA MANGO LT473ML;2;CX6;3;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;119586-MONSTER U PEACHY KEEN LATA 473;1;CX6;3;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;118650-MONSTER KHAOTIC LT 473ML 06;1;CX6;3;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;118990-MONSTER MANGO LOCO LATA 473ML;2;CX6;3;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;118461-MONSTER ULTRA LT 473ML 6PACK F;1;CX6;3;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;119142-REIGN MELON MANIA LATA 473ML 6;1;CX6;3;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;118882-DV PESSEGO LATA 290ML;12;CX6;3;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;119116-LATA 290ML ICE TEA LIMAO ZERO;1;CX6;3;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;118884-DV UVA LT 290ML 6U FL;16;CX6;3;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;118878-DV GOIABA LATA 290ML;4;CX6;4;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;119169-DV MANGA LATA 290ML C6UND;2;CX6;4;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;118880-DV MARACUJA LATA 290ML;12;CX6;4;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;139753-LATA 269ML ABSOLUT VODKA SPRIT;1;CX6;4;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;119145-ADES MACA 1L CX 6UN;2;CX6;4;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;119149-ADES UVA 1 LITRO C/6 UNID;1;CX6;4;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;119144-ADES LARANJA 1 LITRO C/6 UNID;1;CX6;4;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;119143-ADES ABACAXI 1LITRO C/6UND;2;CX6;5;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;119148-ADES PESSEGO 1L 6U;1;CX6;5;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;005849-DV MAIS NECTAR UVA TP 1L;3;CX6;5;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;119168-DV MANGA 1L C6UND;1;CX6;5;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;005814-DV MAIS NECTAR PESSEGO TP 1L;3;CX6;5;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;005793-DV MARACUJA 1LITRO;2;CX6;5;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;005815-DV MAIS NEC UVA LIGHT TP 1L;1;CX6;5;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;119167-DV ABACAXI 1L (6U) CP;1;CX6;5;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;005118-DV KAPO UVA TP 200ML;11;CX12;5;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;005119-DV KAPO MORANGO TP 200ML;12;CX12;5;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;005121-DV KAPO ABACAXI TP 200ML;1;CX12;6;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;005122-DV KAPO LARANJA TP 200ML;1;CX12;6;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M4;119164-DV UVA TP 200ML (18U) CP;1;CX18;6;729010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M1;007331-CRYSTAL PET 500ML SEM/G;24;CX12;1;729010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M1;007325-CRYSTAL PET 500ML COM GAS;24;CX12;2;729010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M1;007331-CRYSTAL PET 500ML SEM/G;12;CX12;3;729010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;M1;007325-CRYSTAL PET 500ML COM GAS;2;CX12;3;729010110202501;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A1;056298-PET 200ML COCA COLA 12UND;40;CX12;1;729010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A1;056298-PET 200ML COCA COLA 12UND;40;CX12;2;729010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A1;056298-PET 200ML COCA COLA 12UND;8;CX12;3;729010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A1;056443-PET 200ML CC S ACUCAR C/12;23;CX12;3;729010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;A1;056561-PET 200ML FTA LAR C/12;13;CX12;3;729010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;Armaz.Extra;141006-MENTOS FRUTAS STICK 14P;1;CX16;1;729010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;Armaz.Extra;141014-FRUITTELLA MASTIG MORANGO VITA;1;CX16;1;729010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;Armaz.Extra;141046-TRIDENT HORTELA 8G CX21;1;CX21;1;729010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;Armaz.Extra;141047-TRIDENT MENTA 8G CX21;4;CX21;1;729010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;Armaz.Extra;141048-TRIDENT MELANCIA 8G CX21;2;CX21;1;729010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;Armaz.Extra;141057-HALLS MORANGO 28G CX21;1;CX21;1;729010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;Armaz.Extra;141165-PRINGLES BATATA CEBOLA 109Gr;2;CX1;1;729010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7290101;TDS1C77;Armaz.Extra;141166-PRINGLES BATATA ORIGINAL 104G;2;CX1;1;729010110202599;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;A4;056840-COCA COLA LS 1 LITRO ROTULADA;10;CX12;1;720010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;A4;055957-COCA COLA KS ULTRA 290ML;7;CX24;2;720010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;A4;056016-CC ZERO 290ML KS ULTRA CX24;1;CX24;2;720010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;A4;139561-SKYY GAR VD 980ML(1);1;UN1;2;720010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;A4;139675-DREHER GAR VD 900ML 1UN;1;UN1;2;720010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;A4;903024-EISENBAHN 600ML RETORNAVEL C24;4;CX24;2;720010110202508;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M4;056754-COCA COLA RETORNAVEL PET 2L RT;10;CX9;1;720010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M4;056754-COCA COLA RETORNAVEL PET 2L RT;10;CX9;2;720010110202507;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;A2;056754-COCA COLA RETORNAVEL PET 2L RT;5;CX9;1;720010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;A2;056327-FTA LARANJA RETORNAVEL 2L P;4;CX9;1;720010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;A2;056756-CC SEM ACUCAR RETORNAVEL 2L RT;6;CX9;1;720010110202504;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;008533-COCA COLA LATA 350ML C/12;13;CX12;1;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;009334-COCA COLA ZERO LATA 350ML C12;5;CX12;1;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;056053-LATA 220ML CC 12UN;6;CX12;1;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;903750-LATA 350ML EISENBAHN PILSEN 12;10;CX12;1;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;055286-FANTA UVA LATA 350ML C/6;2;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;056010-KUAT LATA 350ML C/6;2;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;056267-SPRITE LATA 350ML C/6;2;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;055247-SPRITE SEM ACUCAR LAT 350ML C6;1;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;056312-SCHW CITRUS ORIGINAL LT 350ML;2;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;056856-LATA 350ML FTA MISTERIO CHUCKY;1;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;009390-SCHWEPPES TONICA LATA 350ML;2;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;056335-LATA 220ML CC SEM ACUCAR C/6;3;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;056287-LATA 220ML CC CAFE ESPR C/6;3;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;056341-LATA 220ML FTA UVA C/6;1;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;056337-LATA 220ML FTA GUARANA C/6;1;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;008463-MONSTER ENERGY LATA 473 C/6;7;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;118469-MONSTER E. ZERO ACUCAR 473ML6;4;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;118473-MONSTER U FIESTA MANGO LT473ML;3;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;119586-MONSTER U PEACHY KEEN LATA 473;3;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;118650-MONSTER KHAOTIC LT 473ML 06;2;CX6;2;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;118990-MONSTER MANGO LOCO LATA 473ML;10;CX6;3;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;119170-MONSTER PACIFIC PUNCH LT 473ML;3;CX6;3;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;118461-MONSTER ULTRA LT 473ML 6PACK F;8;CX6;3;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;119509-MONSTER PIPELINE PUNCH LT 473ML;3;CX6;3;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;119026-MONSTER ULTRA VIOLET LT 473ML;4;CX6;3;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;119521-MONSTER ULTRA WATERMELON LT 473ML 06;3;CX6;3;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;118984-MONSTER ABSOLUTELY ZERO LATA;3;CX6;3;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;119107-MONSTER DRAG TEA LIMAO LT 473M;2;CX6;3;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;118882-DV PESSEGO LATA 290ML;5;CX6;3;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;118884-DV UVA LT 290ML 6U FL;5;CX6;3;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;118878-DV GOIABA LATA 290ML;1;CX6;3;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;118880-DV MARACUJA LATA 290ML;6;CX6;3;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;119145-ADES MACA 1L CX 6UN;5;CX6;3;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;119144-ADES LARANJA 1 LITRO C/6 UNID;2;CX6;4;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;119148-ADES PESSEGO 1L 6U;1;CX6;5;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;005118-DV KAPO UVA TP 200ML;5;CX12;5;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;005119-DV KAPO MORANGO TP 200ML;3;CX12;5;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;119156-ADES 200ML MACA C/6UN;10;CX6;5;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;119157-ADES 200ML PESSEGO C/6 UNID;2;CX6;5;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;119158-ADES 200ML UVA C/6UN;6;CX6;5;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;M2;119164-DV UVA TP 200ML (18U) CP;1;CX18;5;720010110202503;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;A1;056298-PET 200ML COCA COLA 12UND;23;CX12;1;720010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;A1;056443-PET 200ML CC S ACUCAR C/12;8;CX12;1;720010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;A1;056561-PET 200ML FTA LAR C/12;10;CX12;1;720010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;A1;007331-CRYSTAL PET 500ML SEM/G;4;CX12;2;720010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
01/10/2025;7200101;TDS1D16;A1;007325-CRYSTAL PET 500ML COM GAS;3;CX12;2;720010110202502;000-N/D;;;000-N/D;000-N/D;;;;0;
